da,xorb,[NN+%(i8)s],%(b8)s,XOR,[BR:ll],#nn
db,cmpb,[NN+%(i8)s],%(b8)s,CP,[BR:ll],#nn
dc,testb,[NN+%(i8)s],%(b8)s,BIT,[BR:ll],#nn
dd,movb,[NN+%(i8)s],%(b8)s,LD,[BR:ll],#nn
de,bcde,,,PACK,,
df,bcdd,,,UPCK,,
e0,callc,%(addr)s,,2",CARS,C
e1,callnc,%(addr)s,,2",CARS,NC
e2,callz,%(addr)s,,2",CARS,Z
e3,callnz,%(addr)s,,2",CARS,NZ
e4,jc,%(addr)s,,JRS,C,rr
e5,jnc,%(addr)s,,JRS,NC,rr
e6,jz,%(d8)s,,JRS,Z,rr
e7,jnz,%(addr)s,,JRS,NZ,rr
e8,callcw,%(addr)s,,3",CARL,C
e9,callncw,%(addr)s,,3",CARL,NC
ea,callzw,%(addr)s,,3",CARL,Z
eb,callnzw,%(addr)s,,3",CARL,NZ
ec,jcw,%(addr)s,,JRL,C,qqrr
ed,jncw,%(addr)s,,JRL,NC,qqrr
ee,jzw,%(addr)s,,JRL,Z,qqrr
ef,jnzw,%(addr)s,,JRL,NZ,qqrr
f0,callb,%(addr)s,,CARS,rr,
f1,jmp,%(addr)s,,JRS,rr,
f2,callw,%(addr)s,,CARL,qqrr,
f3,jmpw,%(addr)s,,JRL,qqrr,
f4,jmp,HL,,JP,HL,
f5,jdbnz,%(addr)s,,DJR,NZ,rr
f6,bcdx,A,,SWAP,A,
f7,bcdx,[HL],,SWAP,[HL],
f8,ret,,,RET,,
f9,reti,,,RETE,,
fa,retskip,,,RETS,,
fb,call,[%(i16)s],,CALL,[hhll],
fc,int,%(irq)s,,INT,[kk],
fd,jint,%(irq)s,,JP,[kk],
fe,undefined,,,undefined,,
ff,nop,,,NOP,,
100,addb,A,[X1+%(i8)s],A,[IX+dd],4
101,addb,A,[X2+%(i8)s],A,[IY+dd],4
102,addb,A,[X1+L],A,[IX+L],4
103,addb,A,[X2+L],A,[IY+L],4
104,addb,[HL],A,[HL],A,4
105,addb,[HL],%(i8)s,[HL],#nn,4
106,addb,[HL],[X1],[HL],[IX],4
107,addb,[HL],[X2],[HL],[IY],4
108,addcb,A,[X1+%(i8)s],A,[IX+dd],4
109,addcb,A,[X2+%(i8)s],A,[IY+dd],4
10a,addcb,A,[X1+L],A,[IX+L],4
10b,addcb,A,[X2+L],A,[IY+L],4
10c,addcb,[HL],A,[HL],A,4
10d,addcb,[HL],%(i8)s,[HL],#nn,4
10e,addcb,[HL],[X1],[HL],[IX],4
10f,addcb,[HL],[X2],[HL],[IY],4
110,subb,A,[X1+%(i8)s],A,[IX+dd],0
111,subb,A,[X2+%(i8)s],A,[IY+dd],0
112,subb,A,[X1+L],A,[IX+L],0
113,subb,A,[X2+L],A,[IY+L],0
114,subb,[HL],A,[HL],A,0
115,subb,[HL],%(i8)s,[HL],#nn,0
116,subb,[HL],[X1],[HL],[IX],0
117,subb,[HL],[X2],[HL],[IY],0
118,subcb,A,[X1+%(i8)s],A,[IX+dd],4
119,subcb,A,[X2+%(i8)s],A,[IY+dd],4
11a,subcb,A,[X1+L],A,[IX+L],4
11b,subcb,A,[X2+L],A,[IY+L],4
11c,subcb,[HL],A,[HL],A,0
11d,subcb,[HL],%(i8)s,[HL],#nn,0
11e,subcb,[HL],[X1],[HL],[IX],0
11f,subcb,[HL],[X2],[HL],[IY],0
120,andb,A,[X1+%(i8)s],A,[IX+dd],4
121,andb,A,[X2+%(i8)s],A,[IY+dd],4
122,andb,A,[X1+L],A,[IX+L],4
123,andb,A,[X2+L],A,[IY+L],4
124,andb,[HL],A,[HL],A,4
125,andb,[HL],%(i8)s,[HL],#nn,4
126,andb,[HL],[X1],[HL],[IX],4
127,andb,[HL],[X2],[HL],[IY],4
128,orb,A,[X1+%(i8)s],A,[IX+dd],4
129,orb,A,[X2+%(i8)s],A,[IY+dd],4
12a,orb,A,[X1+L],A,[IX+L],4
12b,orb,A,[X2+L],A,[IY+L],4
12c,orb,[HL],A,[HL],A,4
12d,orb,[HL],%(i8)s,[HL],#nn,4
12e,orb,[HL],[X1],[HL],[IX],4
12f,orb,[HL],[X2],[HL],[IY],4
130,cmpb,A,[X1+%(i8)s],A,[IX+dd],0
131,cmpb,A,[X2+%(i8)s],A,[IY+dd],0
132,cmpb,A,[X1+L],A,[IX+L],0
133,cmpb,A,[X2+L],A,[IY+L],0
134,cmpb,[HL],A,[HL],A,0
135,cmpb,[HL],%(i8)s,[HL],#nn,0
136,cmpb,[HL],[X1],[HL],[IX],0
137,cmpb,[HL],[X2],[HL],[IY],0
138,xorb,A,[X1+%(i8)s],A,[IX+dd],4
139,xorb,A,[X2+%(i8)s],A,[IY+dd],4
13a,xorb,A,[X1+L],A,[IX+L],4
13b,xorb,A,[X2+L],A,[IY+L],4
13c,xorb,[HL],A,[HL],A,0
13d,xorb,[HL],%(i8)s,[HL],#nn,0
13e,xorb,[HL],[X1],[HL],[IX],0
13f,xorb,[HL],[X2],[HL],[IY],0
140,movb,A,[X1+%(i8)s],A,[IX+dd],4
141,movb,A,[X2+%(i8)s],A,[IY+dd],4
142,movb,A,[X1+L],A,[IX+L],4
143,movb,A,[X2+L],A,[IY+L],4
144,movb,[X1+%(i8)s],A,[IX+dd],A,4
145,movb,[X2+%(i8)s],A,[IY+dd],A,4
146,movb,[X1+L],A,[IX+L],A,0
147,movb,[X2+L],A,[IY+L],A,0
148,movb,B,[X1+%(i8)s],B,[IX+dd],4
149,movb,B,[X2+%(i8)s],B,[IY+dd],4
14a,movb,B,[X1+L],B,[IX+L],4
14b,movb,B,[X2+L],B,[IY+L],4
14c,movb,[X1+%(i8)s],B,[IX+dd],B,4
14d,movb,[X2+%(i8)s],B,[IY+dd],B,4
14e,movb,[X1+L],B,[IX+L],B,0
14f,movb,[X2+L],B,[IY+L],B,0
150,movb,L,[X1+%(i8)s],L,[IX+dd],0
151,movb,L,[X2+%(i8)s],L,[IY+dd],0
152,movb,L,[X1+L],L,[IX+L],0
153,movb,L,[X2+L],L,[IY+L],0
154,movb,[X1+%(i8)s],L,[IX+dd],L,0
155,movb,[X2+%(i8)s],L,[IY+dd],L,0
156,movb,[X1+L],L,[IX+L],L,0
157,movb,[X2+L],L,[IY+L],L,0
158,movb,H,[X1+%(i8)s],H,[IX+dd],0
159,movb,H,[X2+%(i8)s],H,[IY+dd],0
15a,movb,H,[X1+L],H,[IX+L],0
15b,movb,H,[X2+L],H,[IY+L],0
15c,movb,[X1+%(i8)s],H,[IX+dd],H,4
15d,movb,[X2+%(i8)s],H,[IY+dd],H,4
15e,movb,[X1+L],H,[IX+L],H,0
15f,movb,[X2+L],H,[IY+L],H,0
160,movb,[HL],[X1+%(i8)s],[HL],[IX+dd],4
161,movb,[HL],[X2+%(i8)s],[HL],[IY+dd],4
162,movb,[HL],[X1+L],[HL],[IX+L],4
163,movb,[HL],[X2+L],[HL],[IY+L],4
164,undefined,,,,,0
165,undefined,,,,,0
166,undefined,,,,,0
167,undefined,,,,,0
168,movb,[X1],[X1+%(i8)s],[IX],[IX+dd],4
169,movb,[X1],[X2+%(i8)s],[IX],[IY+dd],0
16a,movb,[X1],[X1+L],[IX],[IX+L],4
16b,movb,[X1],[X2+L],[IX],[IY+L],0
16c,undefined,,,,,4
16d,undefined,,,,,0
16e,undefined,,,,,4
16f,undefined,,,,,0
170,undefined,,,,,6
171,undefined,,,,,6
172,undefined,,,,,6
173,undefined,,,,,6
174,undefined,,,,,6
175,undefined,,,,,6
176,undefined,,,,,6
177,undefined,,,,,6
178,movb,[X2],[X1+%(i8)s],[IY],[IX+dd],6
179,movb,[X2],[X2+%(i8)s],[IY],[IY+dd],0
17a,movb,[X2],[X1+L],[IY],[IX+L],0
17b,movb,[X2],[X2+L],[IY],[IY+L],0
17c,undefined,,,,,6
17d,undefined,,,,,0
17e,undefined,,,,,0
17f,undefined,,,,,0
180,salb,A,,A,,0
181,salb,B,,B,,0
182,salb,[NN+%(i8)s],,[BR:ll],,0
183,salb,[HL],,[HL],,0
184,shlb,A,,A,,0
185,shlb,B,,B,,0
186,shlb,[NN+%(i8)s],,[BR:ll],,0
187,shlb,[HL],,[HL],,0
188,sarb,A,,A,,0
189,sarb,B,,B,,0
18a,sarb,[NN+%(i8)s],,[BR:ll],,0
18b,sarb,[HL],,[HL],,0
18c,shrb,A,,A,,0
18d,shrb,B,,B,,0
18e,shrb,[NN+%(i8)s],,[BR:ll],,0
18f,shrb,[HL],,[HL],,0
190,rolcb,A,,A,,0
191,rolcb,B,,B,,0
192,rolcb,[NN+%(i8)s],,[BR:ll],,0
193,rolcb,[HL],,[HL],,0
194,rolb,A,,A,,0
195,rolb,B,,B,,0
196,rolb,[NN+%(i8)s],,[BR:ll],,0
197,rolb,[HL],,[HL],,0
198,rorcb,A,,A,,0
199,rorcb,B,,B,,0
19a,rorcb,[NN+%(i8)s],,[BR:ll],,0
19b,rorcb,[HL],,[HL],,0
19c,rorb,A,,A,,0
19d,rorb,B,,B,,0
19e,rorb,[NN+%(i8)s],,[BR:ll],,0
19f,rorb,[HL],,[HL],,0
1a0,notb,A,,A,,0
1a1,notb,B,,B,,0
1a2,notb,[NN+%(i8)s],,[BR:ll],,0
1a3,notb,[HL],,[HL],,0
1a4,negb,A,,A,,0
1a5,negb,B,,B,,0
1a6,negb,[NN+%(i8)s],,[BR:ll],,0
1a7,negb,[HL],,[HL],,0
1a8,exts,BA,A,,,0
1a9,undefined,,,,,0
1aa,undefined,,,,,0
1ab,undefined,,,,,0
1ac,undefined,,,,,0
1ad,undefined,,,,,0
1ae,undefined,,,,,0
1af,undefined,,,,,0
1b0,andb,B,%(i8)s,B,#nn,3
1b1,andb,L,%(i8)s,L,#nn,3
1b2,andb,H,%(i8)s,H,#nn,3
1b3,undefined,,,,,3
1b4,orb,B,%(i8)s,B,#nn,3
1b5,orb,L,%(i8)s,L,#nn,3
1b6,orb,H,%(i8)s,H,#nn,3
1b7,undefined,,,,,3
1b8,xorb,B,%(i8)s,B,#nn,12
1b9,xorb,L,%(i8)s,L,#nn,15
1ba,xorb,H,%(i8)s,H,#nn,0
1bb,undefined,,,,,0
1bc,cmpb,B,%(i8)s,B,#nn,11
1bd,cmpb,L,%(i8)s,L,#nn,14
1be,cmpb,H,%(i8)s,H,#nn,0
1bf,cmpb,N,%(i8)s,BR,#nn,0
1c0,movb,A,N,A,BR,5
1c1,movb,A,FLAGS,A,SC,5
1c2,movb,N,A,BR,A,5
1c3,movb,FLAGS,A,SC,A,5
1c4,movb,U,%(i8)s,NB,#nn,5
1c5,movx,HL,%(i8)s,EP,#nn,5
1c6,movx,X1,%(i8)s,XP,#nn,5
1c7,movx,X2,%(i8)s,YP,#nn,5
1c8,movb,A,V,A,NB,0
1c9,movx,A,HL,A,EP,0
1ca,movx,A,X1,A,XP,0
1cb,movx,A,X2,A,YP,0
1cc,movb,U,A,NB,A,0
1cd,movx,HL,A,EP,A,0
1ce,movx,X1,A,XP,A,0
1cf,movx,X2,A,YP,A,0
1d0,movb,A,[%(i16)s],A,[hhll],5
1d1,movb,B,[%(i16)s],B,[hhll],5
1d2,movb,L,[%(i16)s],L,[hhll],5
1d3,movb,H,[%(i16)s],H,[hhll],5
1d4,movb,[%(i16)s],A,[hhll],A,5
1d5,movb,[%(i16)s],B,[hhll],B,5
1d6,movb,[%(i16)s],L,[hhll],L,5
1d7,movb,[%(i16)s],H,[hhll],H,5
1d8,mul,L,A,,,5
1d9,div,HL,A,,,5
1da,undefined,,,,,5
1db,undefined,,,,,5
1dc,undefined,,,,,5
1dd,undefined,,,,,5
1de,undefined,,,,,5
1df,undefined,,,,,5
1e0,jlb,%(addr)s,,JRS,LT,rr
1e1,jleb,%(addr)s,,JRS,LE,rr
1e2,jgb,%(addr)s,,JRS,GT,rr
1e3,jgeb,%(addr)s,,JRS,GE,rr
1e4,job,%(addr)s,,V,rr,2
1e5,jnob,%(addr)s,,NV,rr,2
1e6,jnsb,%(addr)s,,P,rr,2
1e7,jsb,%(addr)s,,M,rr,2
1e8,jnex,0,%(addr)s,JRS,F0,rr
1e9,jnex,1,%(addr)s,JRS,F1,rr
1ea,jnex,2,%(addr)s,JRS,F2,rr
1eb,jnex,3,%(addr)s,JRS,F3,rr
1ec,jex,0,%(addr)s,NF0,rr,2
1ed,jex,1,%(addr)s,NF1,rr,2
1ee,jex,2,%(addr)s,NF2,rr,2
1ef,jex,3,%(addr)s,NF3,rr,2
1f0,calll,%(addr)s,,CARS,LT,rr
1f1,callle,%(addr)s,,CARS,LE,rr
1f2,callg,%(addr)s,,CARS,GT,rr
1f3,callge,%(addr)s,,CARS,GE,rr
1f4,callo,%(addr)s,,CARS,V,rr
1f5,callno,%(addr)s,,CARS,NV,rr
1f6,callp,%(addr)s,,CARS,P,rr
1f7,calln,%(addr)s,,CARS,M,rr
1f8,callnex,0,%(addr)s,CARS,F0,rr
1f9,callnex,1,%(addr)s,CARS,F1,rr
1fa,callnex,2,%(addr)s,CARS,F2,rr
1fb,callnex,3,%(addr)s,CARS,F3,rr
1fc,callex,0,%(addr)s,CARS,NF0,rr
1fd,callex,1,%(addr)s,CARS,NF1,rr
1fe,callex,2,%(addr)s,CARS,NF2,rr
1ff,callex,3,%(addr)s,CARS,NF3,rr
200,addw,BA,BA,BA,BA
201,addw,BA,HL,BA,HL
202,addw,BA,X1,BA,IX
203,addw,BA,X2,BA,IY
204,addcw,BA,BA,BA,BA
205,addcw,BA,HL,BA,HL
206,addcw,BA,X1,BA,IX
207,addcw,BA,X2,BA,IY
208,subw,BA,BA,BA,BA
209,subw,BA,HL,BA,HL
20a,subw,BA,X1,BA,IX
20b,subw,BA,X2,BA,IY
20c,subcw,BA,BA,BA,BA
20d,subcw,BA,HL,BA,HL
20e,subcw,BA,X1,BA,IX
20f,subcw,BA,X2,BA,IY
210,undefined,,,,
211,undefined,,,,
212,undefined,,,,
213,undefined,,,,
214,undefined,,,,
215,undefined,,,,
216,undefined,,,,
217,undefined,,,,
218,cmpw,BA,BA,BA,BA
219,cmpw,BA,HL,BA,HL
21a,cmpw,BA,X1,BA,IX
21b,cmpw,BA,X2,BA,IY
21c,undefined,,,,
21d,undefined,,,,
21e,undefined,,,,
21f,undefined,,,,
220,addw,HL,BA,HL,BA
221,addw,HL,HL,HL,HL
222,addw,HL,X1,HL,IX
223,addw,HL,X2,HL,IY
224,addcw,HL,BA,HL,BA
225,addcw,HL,HL,HL,HL
226,addcw,HL,X1,HL,IX
227,addcw,HL,X2,HL,IY
228,subw,HL,BA,HL,BA
229,subw,HL,HL,HL,HL
22a,subw,HL,X1,HL,IX
22b,subw,HL,X2,HL,IY
22c,subcw,HL,BA,HL,BA
22d,subcw,HL,HL,HL,HL
22e,subcw,HL,X1,HL,IX
22f,subcw,HL,X2,HL,IY
230,undefined,,,,
231,undefined,,,,
232,undefined,,,,
233,undefined,,,,
234,undefined,,,,
235,undefined,,,,
236,undefined,,,,
237,undefined,,,,
238,cmpw,HL,BA,HL,BA
239,cmpw,HL,HL,HL,HL
23a,cmpw,HL,X1,HL,IX
23b,cmpw,HL,X2,HL,IY
23c,undefined,,,,
23d,undefined,,,,
23e,undefined,,,,
23f,undefined,,,,
240,addw,X1,BA,IX,BA
241,addw,X1,HL,IX,HL
242,addw,X2,BA,IY,BA
243,addw,X2,HL,IY,HL
244,addw,SP,BA,SP,BA
245,addw,SP,HL,SP,HL
246,undefined,,,,
247,undefined,,,,
248,subw,X1,BA,IX,BA
249,subw,X1,HL,IX,HL
24a,subw,X2,BA,IY,BA
24b,subw,X2,HL,IY,HL
24c,subw,SP,BA,SP,BA
24d,subw,SP,HL,SP,HL
24e,undefined,,,,
24f,undefined,,,,
250,undefined,,,,
251,undefined,,,,
252,undefined,,,,
253,undefined,,,,
254,undefined,,,,
255,undefined,,,,
256,undefined,,,,
257,undefined,,,,
258,undefined,,,,
259,undefined,,,,
25a,undefined,,,,
25b,undefined,,,,
25c,cmpw,SP,BA,SP,BA
25d,cmpw,SP,HL,SP,HL
25e,undefined,,,,
25f,undefined,,,,
260,cmpnw,BA,%(i16)s,BA,#mmnn
261,cmpnw,HL,%(i16)s,HL,#mmnn
262,cmpnw,X1,%(i16)s,BA,#mmnn
263,cmpnw,X2,%(i16)s,HL,#mmnn
264,undefined,,,,
265,undefined,,,,
266,undefined,,,,
267,undefined,,,,
268,addw,SP,%(i16)s,SP,#mmnn
269,undefined,,,,
26a,subw,SP,%(i16)s,SP,#mmnn
26b,undefined,,,,
26c,cmpw,SP,%(i16)s,SP,#mmnn
26d,undefined,,,,
26e,movw,SP,%(i16)s,SP,#mmnn
26f,undefined,,,,
270,movw,BA,[SP%(s8)s],BA,[SP+dd]
271,movw,HL,[SP%(s8)s],HL,[SP+dd]
272,movw,X1,[SP%(s8)s],IX,[SP+dd]
273,movw,X2,[SP%(s8)s],IY,[SP+dd]
274,movw,[SP%(s8)s],BA,[SP+dd],BA
275,movw,[SP%(s8)s],HL,[SP+dd],HL
276,movw,[SP%(s8)s],X1,[SP+dd],IX
277,movw,[SP%(s8)s],X2,[SP+dd],IY
278,movw,SP,[%(i16)s],SP,[hhll]
279,undefined,,,,
27a,undefined,,,,
27b,undefined,,,,
27c,movw,[%(i16)s],SP,[hhll],SP
27d,undefined,,,,
27e,undefined,,,,
27f,undefined,,,,
280,undefined,,,,
281,undefined,,,,
282,undefined,,,,
283,undefined,,,,
284,undefined,,,,
285,undefined,,,,
286,undefined,,,,
287,undefined,,,,
288,undefined,,,,
289,undefined,,,,
28a,undefined,,,,
28b,undefined,,,,
28c,undefined,,,,
28d,undefined,,,,
28e,undefined,,,,
28f,undefined,,,,
290,undefined,,,,
291,undefined,,,,
292,undefined,,,,
293,undefined,,,,
294,undefined,,,,
