295,undefined,,,,
296,undefined,,,,
297,undefined,,,,
298,undefined,,,,
299,undefined,,,,
29a,undefined,,,,
29b,undefined,,,,
29c,undefined,,,,
29d,undefined,,,,
29e,undefined,,,,
29f,undefined,,,,
2a0,undefined,,,,
2a1,undefined,,,,
2a2,undefined,,,,
2a3,undefined,,,,
2a4,undefined,,,,
2a5,undefined,,,,
2a6,undefined,,,,
2a7,undefined,,,,
2a8,undefined,,,,
2a9,undefined,,,,
2aa,undefined,,,,
2ab,undefined,,,,
2ac,undefined,,,,
2ad,undefined,,,,
2ae,undefined,,,,
2af,undefined,,,,
2b0,pushb,A,,A,
2b1,pushb,B,,B,
2b2,pushb,L,,L,
2b3,pushb,H,,H,
2b4,popb,A,,A,
2b5,popb,B,,B,
2b6,popb,L,,L,
2b7,popb,H,,H,
2b8,pusha,,,ALL,
2b9,pushax,,,ALE,
2ba,undefined,,,,
2bb,undefined,,,,
2bc,popa,,,ALL,
2bd,popax,,,ALE,
2be,undefined,,,,
2bf,undefined,,,,
2c0,movw,BA,[HL],BA,[HL]
2c1,movw,HL,[HL],HL,[HL]
2c2,movw,X1,[HL],IX,[HL]
2c3,movw,X2,[HL],IY,[HL]
2c4,movw,[HL],BA,[HL],BA
2c5,movw,[HL],HL,[HL],HL
2c6,movw,[HL],X1,[HL],IX
2c7,movw,[HL],X2,[HL],IY
2c8,undefined,,,,
2c9,undefined,,,,
2ca,undefined,,,,
2cb,undefined,,,,
2cc,undefined,,,,
2cd,undefined,,,,
2ce,undefined,,,,
2cf,undefined,,,,
2d0,movw,BA,[X1],BA,[IX]
2d1,movw,HL,[X1],HL,[IX]
2d2,movw,X1,[X1],IX,[IX]
2d3,movw,X2,[X1],IY,[IX]
2d4,movw,[x1],BA,[IX],BA
2d5,movw,[x1],HL,[IX],HL
2d6,movw,[x1],X1,[IX],IX
2d7,movw,[x1],X2,[IX],IY
2d8,movw,BA,[X2],BA,[IY]
2d9,movw,HL,[X2],HL,[IY]
2da,movw,X1,[X2],IX,[IY]
2db,movw,X2,[X2],IY,[IY]
2dc,movw,[x2],BA,[IY],BA
2dd,movw,[x2],HL,[IY],HL
2de,movw,[x2],X1,[IY],IX
2df,movw,[x2],X2,[IY],IY
2e0,movw,BA,BA,LD,BA,BA
2e1,movw,BA,HL,LD,BA,HL
2e2,movw,BA,X1,LD,BA,IX
2e3,movw,BA,X2,LD,BA,IY
2e4,movw,HL,BA,HL,BA
2e5,movw,HL,HL,HL,HL
2e6,movw,HL,X1,HL,IX
2e7,movw,HL,X2,HL,IY
2e8,movw,X1,BA,LD,IX,BA
2e9,movw,X1,HL,LD,IX,HL
2ea,movw,X1,X1,LD,IX,IX
2eb,movw,X1,X2,LD,IX,IY
2ec,movw,X2,BA,IY,BA
2ed,movw,X2,HL,IY,HL
2ee,movw,X2,X1,IY,IX
2ef,movw,X2,X2,IY,IY
2f0,movw,SP,BA,LD,SP,BA
2f1,movw,SP,HL,LD,SP,HL
2f2,movw,SP,X1,LD,SP,IX
2f3,movw,SP,X2,LD,SP,IY
2f4,movw,HL,SP,LD,HL,SP
2f5,movw,HL,PC,LD,HL,PC
2f6,undefined,,,undefined,,
2f7,undefined,,,undefined,,
2f8,movw,BA,SP,LD,BA,SP
2f9,movw,BA,PC,LD,BA,PC
2fa,movw,X1,SP,LD,IX,SP
2fb,undefined,,,undefined,,
2fc,undefined,,,undefined,,
2fd,undefined,,,undefined,,
2fe,movw,X2,SP,LD,IY,SP
2ff,undefined,,,undefined,,
